ORDER	SENTENCE	WORD	RANK	COUNT	COUNT_REL	INDEX	ID
4344	Natürlich spricht man da mit Putin.	putin	845	    4,919	0.0105	322.1667	german_de_news_2015_00690430
4345	22658 Putin zur Griechenland-Krise: Wo war die EU-Kommission früher?	putin	845	    4,919	0.0105	426	german_de_news_2015_00003802
4346	Das ist längst nicht alles, was es hier gibt.	längst	846	    4,915	0.0105	143.1111	german_de_news_2015_00184250
4347	Das ist sie schon längst.	längst	846	    4,915	0.0105	189.2	german_de_news_2015_00185132
4348	Ja, und zwar schon längst.	längst	846	    4,915	0.0105	250.2	german_de_news_2013_00641096
4349	Doch das ist längst Geschichte.	längst	846	    4,915	0.0105	278.6	german_de_news_2013_00410856
4350	Die Politik hat das Problem längst erreicht.	längst	846	    4,915	0.0105	334.4286	german_de_news_2014_00344101
4351	Fünf Jahre nach seinem Tod wäre es an der Zeit.	tod	846	    4,915	0.0105	173.8	german_de_news_2013_00518203
4352	Wer weiß denn schon, ob der Tod Mann oder Frau ist?	tod	846	    4,915	0.0105	204.0909	german_de_news_2013_00946520
4353	Der Tod ist das Tor zum Leben.	tod	846	    4,915	0.0105	254.2857	german_de_news_2013_00282988
4354	Ich habe keine Angst vor dem Tod.	tod	846	    4,915	0.0105	271.5714	german_de_news_2015_00546171
4355	Haben Sie Angst vor dem Tod?	tod	846	    4,915	0.0105	294.1667	german_de_news_2014_00528993
4356	Das könnte bei dieser ganz anders sein bzw. werden.	bzw	847	    4,912	0.0105	196.3333	german_de_news_2015_00187441
4357	Nun die Frage was kann bzw. sollte ich tun?	bzw	847	    4,912	0.0105	210.2222	german_de_news_2015_00703862
4358	Was der andere sieht bzw. zeigen will.	bzw	847	    4,912	0.0105	266.8571	german_de_news_2014_00893089
4359	Also wirklich, die USA, bzw. die..	bzw	847	    4,912	0.0105	305.4	german_de_news_2014_00038041
4360	Bzw. tun sie das überhaupt?	bzw	847	    4,912	0.0105	348.6	german_de_news_2013_00133836
4361	Wenn nur immer die Anderen nicht wären!	wären	848	    4,907	0.0105	170	german_de_news_2015_00903114
4362	Da wären die Millionen aus der Schweiz gerade recht gewesen.	wären	848	    4,907	0.0105	229.7	german_de_news_2014_00215232
4363	Ohne die Hilfe wären wir nicht einmal in der Lage gewesen, heute überhaupt zu fahren.	wären	848	    4,907	0.0105	269.2	german_de_news_2015_00717191
4364	Derzeit wären es fünf mit sieben Teams, eine mit acht.	wären	848	    4,907	0.0105	335.1111	german_de_news_2013_00291212
4365	Die Leute wären trotzdem gekommen.	wären	848	    4,907	0.0105	477	german_de_news_2015_00330552
4366	Und ist es nicht das, auf was wir auch heute wieder warten?	warten	848	    4,907	0.0105	103.0833	german_de_news_2014_00847504
4367	Doch so lange wollte ich nicht mehr warten.	warten	848	    4,907	0.0105	207.25	german_de_news_2013_00416842
4368	Wir warten immer noch auf Antwort.	warten	848	    4,907	0.0105	242.8333	german_de_news_2015_00932043
4369	Bleibt nur auf Dezember 2014 zu warten.	warten	848	    4,907	0.0105	281.6667	german_de_news_2013_00128271
4370	» Kommentar melden » antworten Wir müssen warten..	warten	848	    4,907	0.0105	506.1667	german_de_news_2015_00623413
4371	Die EZB könnte mehr tun Wie geht es weiter?	ezb	849	    4,895	0.0104	188.5556	german_de_news_2014_00311381
4372	Im Blick steht die EZB bereits heute.	ezb	849	    4,895	0.0104	237.1429	german_de_news_2015_00558703
4373	Was kann die EZB tun?	ezb	849	    4,895	0.0104	264	german_de_news_2014_00895414
4374	Das Zweite ist die EZB.	ezb	849	    4,895	0.0104	280.4	german_de_news_2015_00213013
4375	Was will die EZB erreichen?	ezb	849	    4,895	0.0104	345.6	german_de_news_2015_00889127
4376	Wenn es sein muss, ziehen wir das durch.“	ziehen	850	    4,889	0.0104	149.375	german_de_news_2013_00936703
4377	Dann will die 31-Jährige wieder nach Berlin ziehen.	ziehen	850	    4,889	0.0104	187.875	german_de_news_2015_00159960
4378	Der US-Konzern konnte auch mehr Kunden an Land ziehen.	ziehen	850	    4,889	0.0104	246.7	german_de_news_2013_00285366
4379	Wir lassen ihn nicht ziehen.	ziehen	850	    4,889	0.0104	255.2	german_de_news_2013_00964851
4380	Deshalb sollen zunächst weniger Flüchtlinge als geplant in den Ort ziehen.	ziehen	850	    4,889	0.0104	330.5455	german_de_news_2015_00280244
4381	Nur die Frage nach dem „Wie hoch?“ stellte sich noch.	stellte	851	    4,882	0.0104	183	german_de_news_2013_00747354
4382	Die Frage stellte sich nicht!	stellte	851	    4,882	0.0104	231	german_de_news_2013_00329584
4383	Die EU stellte dafür etwa 250 Millionen Euro bereit.	stellte	851	    4,882	0.0104	278.5	german_de_news_2013_00325243
4384	Der stellte das Bild auf seiner Twitter-Seite online.	stellte	851	    4,882	0.0104	283	german_de_news_2013_00281072
4385	Der Täter stellte sich gestern der Polizei.	stellte	851	    4,882	0.0104	399.1667	german_de_news_2014_00271370
4386	Wir in Deutschland das ist eine Liga.	liga	852	    4,881	0.0104	150.5714	german_de_news_2013_00964063
4387	Sie und ich schaffen das nicht mal in der schweizer 5. Liga.	liga	852	    4,881	0.0104	194.1818	german_de_news_2014_00786306
4388	Ich bin mir sicher, dass er den Schritt in die 3. Liga schaffen wird.	liga	852	    4,881	0.0104	242.7692	german_de_news_2013_00570065
4389	Weniger gut läuft's in der Liga.	liga	852	    4,881	0.0104	282.4286	german_de_news_2013_00932828
4390	Facebook spielt da in einer völlig anderen Liga.	liga	852	    4,881	0.0104	356.75	german_de_news_2014_00480938
4391	Und Stuttgart ist nur ein Beispiel von vielen in Deutschland und Europa.	stuttgart	853	    4,871	0.0104	180.2727	german_de_news_2013_00879418
4392	Doch es muss nicht immer München, Hamburg oder Stuttgart sein.	stuttgart	853	    4,871	0.0104	229.1	german_de_news_2015_00389967
4393	Kann er gegen Stuttgart spielen?	stuttgart	853	    4,871	0.0104	263.4	german_de_news_2015_00614242
4394	Stuttgart 21: Der Vergleich geht gar nicht.	stuttgart	853	    4,871	0.0104	297	german_de_news_2014_00814477
4395	Gleichzeitig in Berlin, Hamburg und Stuttgart..	stuttgart	853	    4,871	0.0104	394.3333	german_de_news_2014_00522264
4396	Deutschland ist, nach 2009, bereits zum zweiten Mal an der Reihe.	reihe	854	    4,869	0.0104	155.4	german_de_news_2013_00295950
4397	Er selbst würde von nun an aus der zweiten Reihe arbeiten.	reihe	854	    4,869	0.0104	185.2727	german_de_news_2013_00473227
4398	Ist dieses Jahr ein Hoch an der Reihe?	reihe	854	    4,869	0.0104	212	german_de_news_2015_00602554
4399	Das letzte Mal war der Chef vor gut einem Monat an der Reihe.	reihe	854	    4,869	0.0104	246.6667	german_de_news_2014_00190105
4400	Die ganze Reihe war frei.	reihe	854	    4,869	0.0104	429	german_de_news_2015_00314904
4401	Was macht macht man nun mit solchen?	solchen	855	    4,864	0.0104	209	german_de_news_2013_00923010
4402	Aber darf er deshalb einen solchen Film gar nicht machen?	solchen	855	    4,864	0.0104	267.6	german_de_news_2014_00010090
4403	Bei einem solchen Spiel wäre ich gerne dabei gewesen“, sagte Neuer damals.	solchen	855	    4,864	0.0104	283.4167	german_de_news_2013_00106087
4404	Hat man in einer solchen Situation auch Angst?	solchen	855	    4,864	0.0104	301.75	german_de_news_2015_00526970
4405	Wären Sie bereit für einen solchen Schritt?	solchen	855	    4,864	0.0104	454.7143	german_de_news_2015_00881840
4406	Es wird heute, nach fast 45 Jahren, immer noch verkauft.	verkauft	856	    4,862	0.0104	164.7778	german_de_news_2015_00472040
4407	Als Preis gibt der Hersteller 525 Euro an, zunächst wird es nur in Europa verkauft.	verkauft	856	    4,862	0.0104	207.7857	german_de_news_2015_00039316
4408	Die werden natürlich nicht verkauft.	verkauft	856	    4,862	0.0104	235.4	german_de_news_2013_00403882
4409	Drei Weitere sollten verkauft werden.	verkauft	856	    4,862	0.0104	293.8	german_de_news_2013_00422954
4410	Offenbar wird das Gerät kaum verkauft.	verkauft	856	    4,862	0.0104	403.1667	german_de_news_2013_00756814
4411	Aber es war noch nicht das, was wir sein wollten.	wollten	857	    4,856	0.0104	118.4	german_de_news_2014_00013001
4412	Aber in die 2.Liga wollten sie dann doch nicht.	wollten	857	    4,856	0.0104	213.8889	german_de_news_2013_00015834
4413	Alles ist möglich, aber wir wollten mit diesem Film sehr klar eine Richtung gehen.“	wollten	857	    4,856	0.0104	238.9286	german_de_news_2013_00031363
4414	Die Mitglieder wollten sich vor Ort ein Bild machen.	wollten	857	    4,856	0.0104	292.8889	german_de_news_2013_00354042
4415	Wir wollten Union keine Chance lassen.“	wollten	857	    4,856	0.0104	424.3333	german_de_news_2013_00970460
4416	Müller: Sagen Sie uns erst mal das mit dem Geld.	müller	858	    4,851	0.0104	186.5	german_de_news_2014_00683209
4417	Müller: Das frage ich mich auch.	müller	858	    4,851	0.0104	228.5	german_de_news_2015_00675686
4418	Bei der WM war es Thomas Müller.	müller	858	    4,851	0.0104	258.2857	german_de_news_2014_00104533
4419	Wie es Müller halten will, ist offen.	müller	858	    4,851	0.0104	304.4286	german_de_news_2015_00914851
4420	» Star-News vor 35 Minuten Alles Müller - oder was?	müller	858	    4,851	0.0104	373.375	german_de_news_2014_00809932
4421	Re: Sie wollen nicht, dass (!) man auf andere..	re	859	    4,850	0.0104	164.5	german_de_news_2014_00746161
4422	Re: eines ist schon zu 100% sicher..	re	859	    4,850	0.0104	228.8333	german_de_news_2014_00744058
4423	Re: Und was soll diese APP kosten?	re	859	    4,850	0.0104	284.2857	german_de_news_2014_00746478
4424	Re: mir fällt dazu immer ein..	re	859	    4,850	0.0104	342.5	german_de_news_2013_00774796
4425	"""» Kommentar melden » antworten Re: Re: Re: """"."""	re	859	    4,850	0.0104	717	german_de_news_2014_00629901
4426	Das liegt nicht in meiner Macht“, sagte er.	meiner	860	    4,846	0.0103	179	german_de_news_2013_00192736
4427	Das ist aus meiner Sicht viel zu wenig.	meiner	860	    4,846	0.0103	257	german_de_news_2013_00184616
4428	Aus meiner Sicht: das wird nichts.	meiner	860	    4,846	0.0103	311.5	german_de_news_2013_00089774
4429	Antwort auf „Meiner Meinung nach fehlt dieser Partei noch etwas:	meiner	860	    4,846	0.0103	364.3	german_de_news_2013_00061652
4430	» Kommentar melden » antworten Meiner Meinung nach..	meiner	860	    4,846	0.0103	612.6667	german_de_news_2015_00623074
4431	Nur weil jemand 89 ist, kann er nicht machen was er will.	jemand	861	    4,841	0.0103	144.8	german_de_news_2014_00717240
4432	Weiß jemand ob es das schon immer gab..	jemand	861	    4,841	0.0103	221.125	german_de_news_2015_00892746
4433	Hat sich jemand den Film schon..	jemand	861	    4,841	0.0103	269.6667	german_de_news_2014_00532270
4434	Hat jemand darauf eine Antwort?	jemand	861	    4,841	0.0103	320.8	german_de_news_2014_00532109
4435	Vielleicht kann jemand anders sagen, warum?	jemand	861	    4,841	0.0103	395.3333	german_de_news_2015_00861738
4436	Das ist gut für Italien, für Europa und auch für Deutschland.	italien	862	    4,840	0.0103	154.2222	german_de_news_2014_00184633
4437	Nach Italien soll es erst einmal gehen.	italien	862	    4,840	0.0103	219	german_de_news_2014_00693236
4438	Die 26-jährige Frau soll nach Italien gebracht werden.	italien	862	    4,840	0.0103	248.75	german_de_news_2013_00297420
4439	Das Angebot aus Italien ist da.	italien	862	    4,840	0.0103	274.5	german_de_news_2013_00167011
4440	Eigentlich wollten sie Italien erreichen.	italien	862	    4,840	0.0103	552.6	german_de_news_2014_00408624
4441	Von wann bis wann kann er nicht mehr genau sein.	wann	863	    4,826	0.0103	159.7778	german_de_news_2013_00905845
4442	Aber wann kommt das Spiel denn nun?	wann	863	    4,826	0.0103	211.5714	german_de_news_2013_00018796
4443	Wann es veröffentlicht wird, steht derzeit aber noch nicht genau fest.	wann	863	    4,826	0.0103	255.0909	german_de_news_2014_00889649
4444	Wann, steht noch nicht fest.	wann	863	    4,826	0.0103	297.2	german_de_news_2013_00916028
4445	» Kommentar melden » antworten Wann endlich?	wann	863	    4,826	0.0103	706.4	german_de_news_2015_00623347
4446	Wird das auch in Köln der Fall sein?	köln	864	    4,823	0.0103	153.75	german_de_news_2013_00959504
4447	Das wird noch mehr nächste Woche nach dem Spiel gegen Köln.	köln	864	    4,823	0.0103	207.7273	german_de_news_2015_00211230
4448	Er hat gesagt: Das ist eine gute Wahl für Köln.	köln	864	    4,823	0.0103	255.2	german_de_news_2014_00444078
4449	In Hamburg und Köln sei das anders.	köln	864	    4,823	0.0103	279.8571	german_de_news_2015_00589855
4450	Fünf Spieler verlassen den 1. FC Köln im Sommer.	köln	864	    4,823	0.0103	398.625	german_de_news_2013_00518401
4451	Aber wir müssen auch sehen, wie viel Raum wir haben.	raum	865	    4,816	0.0103	168.7778	german_de_news_2014_00017993
4452	Die Frage steht seit Dienstag im Raum.	raum	865	    4,816	0.0103	243.7143	german_de_news_2015_00313283
4453	Viele neue Fragen stehen im Raum.	raum	865	    4,816	0.0103	288.5	german_de_news_2015_00860155
4454	Das lässt auch Raum im Kopf.“	raum	865	    4,816	0.0103	313.6667	german_de_news_2014_00189735
4455	Dann habe ihr Vater den Raum verlassen.	raum	865	    4,816	0.0103	391.8571	german_de_news_2013_00159421
4456	Aber sie können doch nicht erwarten, dass das alle gut finden!	erwarten	866	    4,814	0.0103	145.0909	german_de_news_2013_00017919
4457	Das erwarten wir auch von ihm.	erwarten	866	    4,814	0.0103	190.1667	german_de_news_2015_00172457
4458	Was erwarten Sie von der Politik?	erwarten	866	    4,814	0.0103	227.8333	german_de_news_2015_00885240
4459	Wir können den Start kaum noch erwarten.	erwarten	866	    4,814	0.0103	267.8571	german_de_news_2013_00964389
4460	Wann erwarten Sie die ersten Ergebnisse?	erwarten	866	    4,814	0.0103	450	german_de_news_2015_00880930
4461	Auch in der Schweiz geht es so Tag für Tag zu uns her.	her	866	    4,814	0.0103	150.6667	german_de_news_2015_00075909
4462	Vier Jahre ist das jetzt her.	her	866	    4,814	0.0103	213.5	german_de_news_2015_00863164
4463	Da muss eine andere her.	her	866	    4,814	0.0103	245.6	german_de_news_2015_00154707
4464	Auch dies ist schon 8 Monate her.	her	866	    4,814	0.0103	298	german_de_news_2013_00070213
4465	“Geben das Wasser gerne her”	her	866	    4,814	0.0103	485.8	german_de_news_2013_00531867
4466	«Er wird entscheiden müssen, ob er das will oder nicht.»	entscheiden	867	    4,813	0.0103	151.6667	german_de_news_2013_00479948
4467	Das muss jeder für sich entscheiden.	entscheiden	867	    4,813	0.0103	212.6667	german_de_news_2015_00191573
4468	Doch wer sind die Personen, die das entscheiden?	entscheiden	867	    4,813	0.0103	242.5714	german_de_news_2015_00393949
4469	Jetzt muss die Politik entscheiden.	entscheiden	867	    4,813	0.0103	292.6	german_de_news_2014_00616275
4470	Nein, das sollten Unternehmen selbst entscheiden dürfen.	entscheiden	867	    4,813	0.0103	394	german_de_news_2013_00733172
4471	Doch nicht alle meinen es gut mit ihr.	meinen	867	    4,813	0.0103	160.25	german_de_news_2014_00394765
4472	Er hat die Hand auf meinen Kopf, aber das war nichts.	meinen	867	    4,813	0.0103	232.6364	german_de_news_2013_00466201
4473	Eigentlich nicht viel, sollte man meinen.	meinen	867	    4,813	0.0103	254.5	german_de_news_2013_00429609
4474	Wir meinen: ja - und sagen..	meinen	867	    4,813	0.0103	286	german_de_news_2014_00934801
4475	Re: Vielen Dank, aber ich möchte meinen..	meinen	867	    4,813	0.0103	446	german_de_news_2014_00746874
4476	Auf die eine oder andere Weise.	weise	868	    4,812	0.0103	186	german_de_news_2015_00083841
4477	Es kommt jedoch darauf an, auf welche Art und Weise dies erreicht werden soll.	weise	868	    4,812	0.0103	236.7857	german_de_news_2015_00465439
4478	Bin zu meiner auch auf diese Weise gekommen-wer weiß, ob sie sonst noch leben würde?	weise	868	    4,812	0.0103	275.375	german_de_news_2013_00123045
4479	Nicht auf diese Art & Weise.	weise	868	    4,812	0.0103	294.8	german_de_news_2013_00736316
4480	Weise wissen, dass niemand etwas weiß.	weise	868	    4,812	0.0103	415.6667	german_de_news_2015_00892686
4481	In dieser Saison sind es nur noch rund 15 Sekunden.	sekunden	869	    4,810	0.0103	171	german_de_news_2014_00591135
4482	Das Ganze sei eine Frage von Minuten, vielleicht gar nur Sekunden.	sekunden	869	    4,810	0.0103	245	german_de_news_2015_00174466
4483	30 Sekunden kosten bis zu vier Millionen Dollar.	sekunden	869	    4,810	0.0103	261.1429	german_de_news_2013_00005503
4484	Zunächst geht es nur um wenige Sekunden.	sekunden	869	    4,810	0.0103	307.1429	german_de_news_2014_00960470
4485	Acht bis zehn Sekunden lang.	sekunden	869	    4,810	0.0103	438.6	german_de_news_2015_00020789
4486	«Natürlich geht es bei dem Verfahren um Geld, aber nicht nur.	verfahren	870	    4,809	0.0103	150.4545	german_de_news_2014_00697802
4487	Das Verfahren ist nicht neu.	verfahren	870	    4,809	0.0103	251.4	german_de_news_2015_00207232
4488	Zu dieser gehören auch Verfahren in Frankreich und Deutschland.	verfahren	870	    4,809	0.0103	279.7778	german_de_news_2013_00983890
4489	Die Höhe werde das weitere Verfahren zeigen.	verfahren	870	    4,809	0.0103	322	german_de_news_2014_00323446
4490	Das Verfahren dürfte sich ziehen.	verfahren	870	    4,809	0.0103	427	german_de_news_2015_00207200
4491	Und was das jetzt mit dem Krieg zu tun haben soll, will ich gar nicht wissen.	krieg	871	    4,803	0.0103	144.0625	german_de_news_2015_00842638
4492	«Es war Krieg im Haus und im Land.»	krieg	871	    4,803	0.0103	242.4286	german_de_news_2014_00475424
4493	Die Banken führen Krieg gegen ihre Kunden - seit 2008 wissen wir es.	krieg	871	    4,803	0.0103	282.2727	german_de_news_2013_00306860
4494	Ich bin im Krieg groß geworden, meine Frau ist im Krieg groß geworden.	krieg	871	    4,803	0.0103	331.8889	german_de_news_2015_00541478
4495	Antwort schreiben Wer möchte Krieg spielen?	krieg	871	    4,803	0.0103	446.8333	german_de_news_2014_00060726
4496	Insbesondere seit er und seine Frau ihr Auto vor drei Jahren verkauft haben.	insbesondere	872	    4,802	0.0102	223.8462	german_de_news_2015_00593937
4497	Insbesondere Griechenland läuft hier zur Zeit Gefahr, aber auch in anderen Ländern kann man sich da nicht mehr ganz sicher sein.	insbesondere	872	    4,802	0.0102	228.5238	german_de_news_2015_00593838
4498	Das ist insbesondere der Fall für Fahrzeuge bis zum Alter von drei Jahren.	insbesondere	872	    4,802	0.0102	266.6154	german_de_news_2015_00183945
4499	Insbesondere soll die 14-Jährige weiter zur Schule gehen können.	insbesondere	872	    4,802	0.0102	268	german_de_news_2015_00593943
4500	Insbesondere, wenn dann ein neuer Trainer im Sommer kommt“.	insbesondere	872	    4,802	0.0102	297	german_de_news_2015_00593969
4501	Wenn wir gewonnen haben, haben die anderen auch gewonnen.	gewonnen	873	    4,789	0.0102	169.2857	german_de_news_2014_00912661
4502	Dort haben sie aber gewonnen.	gewonnen	873	    4,789	0.0102	225	german_de_news_2013_00419495
4503	Wir haben die Spiele nicht gewonnen.	gewonnen	873	    4,789	0.0102	261.1667	german_de_news_2013_00961712
4504	Das Team gab daher die gewonnen Titel zurück.	gewonnen	873	    4,789	0.0102	301.375	german_de_news_2013_00208450
4505	Ich habe einmal gewonnen, einmal verloren.	gewonnen	873	    4,789	0.0102	361.2	german_de_news_2015_00545721
4506	Trifft das auch auf Sie zu?	trifft	874	    4,786	0.0102	156.3333	german_de_news_2014_00825234
4507	Außerdem trifft man sich immer wieder im Leben.	trifft	874	    4,786	0.0102	204.5	german_de_news_2013_00092704
4508	Dort trifft das Team auf Deutschland.	trifft	874	    4,786	0.0102	234.8333	german_de_news_2015_00396731
4509	Die Welt: Oder sie trifft eben gerade keine Entscheidung.	trifft	874	    4,786	0.0102	277.5556	german_de_news_2015_00379941
4510	Weil Meinung gegen Meinung trifft.	trifft	874	    4,786	0.0102	458.25	german_de_news_2015_00892217
4511	Das habe ich jedoch für mich entschieden und nicht für alle anderen Menschen.	entschieden	875	    4,770	0.0102	144.9167	german_de_news_2014_00178584
4512	Entschieden ist das bislang aber noch nicht.	entschieden	875	    4,770	0.0102	195.4286	german_de_news_2014_00438493
4513	Trotzdem haben Sie sich am Ende für das Projekt entschieden?	entschieden	875	    4,770	0.0102	223.5	german_de_news_2014_00825766
4514	Erst nach 20 Uhr wurde darüber entschieden, viele Mitglieder waren bereits auf dem Weg nach Hause.	entschieden	875	    4,770	0.0102	266.1429	german_de_news_2014_00453821
4515	Entschieden wird erst Mitte kommenden Jahres.	entschieden	875	    4,770	0.0102	413	german_de_news_2014_00438507
4516	Die FDP ist doch nicht mehr an der Regierung.	fdp	875	    4,770	0.0102	143.3333	german_de_news_2014_00312260
4517	Ist die FDP nun dafür oder dagegen?	fdp	875	    4,770	0.0102	227.7143	german_de_news_2015_00602466
4518	Aber wo will die FDP hin?	fdp	875	    4,770	0.0102	273.3333	german_de_news_2013_00020099
4519	Die FDP habe zu viele Fehler gemacht.	fdp	875	    4,770	0.0102	300.1429	german_de_news_2015_00310558
4520	Oder: „Jeder Bürger braucht die FDP!..	fdp	875	    4,770	0.0102	412	german_de_news_2014_00722719
4521	Ich war ja schon länger nicht mehr dabei.	länger	875	    4,770	0.0102	167.375	german_de_news_2014_00556996
4522	Aber: „Wir wissen auch, dass er länger verletzt war.	länger	875	    4,770	0.0102	216.2222	german_de_news_2014_00018109
4523	Alles, was in diesem Artikel gesagt wurde, war eigentlich schon länger bekannt.	länger	875	    4,770	0.0102	246.1667	german_de_news_2013_00031761
4524	Bleiben die jetzt einfach länger?	länger	875	    4,770	0.0102	302.6	german_de_news_2013_00128092
4525	Dieser Schritt sei bereits länger geplant.	länger	875	    4,770	0.0102	427	german_de_news_2015_00356741
4526	Und diese ist ja schon angekündigt, also..	angekündigt	876	    4,769	0.0102	190.1429	german_de_news_2015_00834177
4527	Das hatte er zwar schon vor bald einem Jahr angekündigt.	angekündigt	876	    4,769	0.0102	200.1	german_de_news_2013_00181611
4528	Und „wir werden richtig arbeiten“, hatte er angekündigt.	angekündigt	876	    4,769	0.0102	239.875	german_de_news_2014_00854067
4529	Eine Entscheidung ist für Januar 2015 angekündigt.	angekündigt	876	    4,769	0.0102	315.3333	german_de_news_2014_00413469
4530	Wann andere Spiele folgen, wurde noch nicht angekündigt.	angekündigt	876	    4,769	0.0102	386.375	german_de_news_2015_00880755
4531	Zwei Jahre danach ist das noch immer nicht passiert und wird es auch nicht.	passiert	877	    4,766	0.0102	137.7692	german_de_news_2015_00960256
4532	Doch warum passiert so etwas in den USA?	passiert	877	    4,766	0.0102	207.875	german_de_news_2013_00417476
4533	Ich weiß nicht so richtig, was passiert ist.	passiert	877	    4,766	0.0102	238.625	german_de_news_2014_00557387
4534	Wissen Sie, was hier passiert?	passiert	877	    4,766	0.0102	281.8	german_de_news_2015_00934012
4535	Nein, es ist tatsächlich passiert.	passiert	877	    4,766	0.0102	441.4	german_de_news_2014_00701359
4536	Das waren mehr als drei Mal so viele wie im Vorjahr.	vorjahr	878	    4,763	0.0102	133.9091	german_de_news_2015_00209397
4537	Im Vorjahr waren es nur 14 Prozent.	vorjahr	878	    4,763	0.0102	188	german_de_news_2014_00577460
4538	Im Vorjahr waren es nur knapp 26 Prozent.	vorjahr	878	    4,763	0.0102	211.5714	german_de_news_2014_00577462
4539	Die Situation ist ganz anders als im Vorjahr.	vorjahr	878	    4,763	0.0102	260.75	german_de_news_2015_00362754
4540	Lediglich Italien blieb hinter dem Vorjahr zurück.	vorjahr	878	    4,763	0.0102	540.4286	german_de_news_2013_00670641
4541	Das haben wir vor drei Jahren bei Mercedes auch gemacht.	mercedes	879	    4,757	0.0102	153.8	german_de_news_2015_00177966
4542	«Ich bin seit 13 Jahren ein Mercedes-Mann.	mercedes	879	    4,757	0.0102	225.4286	german_de_news_2015_00542008
4543	Aber eben nicht so lange, wie es Mercedes versucht hatte.	mercedes	879	    4,757	0.0102	262.3	german_de_news_2013_00013197
4544	Der 34-jährige Fahrer des anderen „Mercedes“ wurde leicht verletzt.	mercedes	879	    4,757	0.0102	326	german_de_news_2013_00238724
4545	Der Mercedes läuft und läuft und läuft.	mercedes	879	    4,757	0.0102	365	german_de_news_2014_00259782
4546	Das kommt bei den Firmen gut an“, ist sich die 18-Jährige sicher.	firmen	880	    4,747	0.0101	145.5	german_de_news_2013_00190430
4547	­Doch keine dieser Firmen ging in	firmen	880	    4,747	0.0101	248.3333	german_de_news_2015_00391218
4548	Re: Das Problem sind nicht die Firmen sondern die..	firmen	880	    4,747	0.0101	296.125	german_de_news_2014_00743802
4549	Leider tun das nicht alle Firmen.	firmen	880	    4,747	0.0101	338	german_de_news_2013_00671640
4550	Zudem wurden viele Firmen weit unter Wert verkauft.	firmen	880	    4,747	0.0101	392.375	german_de_news_2015_00945627
4551	Selbst das könnte aber zu viel sein, wie der Test zeigt.	test	881	    4,737	0.0101	155.3636	german_de_news_2014_00771586
4552	Dem geht der Test auf den Grund.	test	881	    4,737	0.0101	204.7143	german_de_news_2013_00224045
4553	Heute steht der erste Test auf dem Programm.	test	881	    4,737	0.0101	248.25	german_de_news_2013_00559709
4554	Der Test zeigt, was das bringt.	test	881	    4,737	0.0101	306.8333	german_de_news_2015_00270604
4555	Microsoft Alle Themen … Test oder Fehler?	test	881	    4,737	0.0101	527.6667	german_de_news_2014_00665483
4556	Und zu Ende ist der Prozess noch lange nicht.	prozess	882	    4,736	0.0101	148.7778	german_de_news_2015_00844935
4557	Nun wird dem Mann der Prozess gemacht.	prozess	882	    4,736	0.0101	218.1429	german_de_news_2013_00746378
4558	Am Dienstag geht der Prozess weiter.	prozess	882	    4,736	0.0101	243.3333	german_de_news_2015_00043389
4559	Der Prozess geht Montag weiter.	prozess	882	    4,736	0.0101	284.2	german_de_news_2014_00264668
4560	Der Prozess findet unter hohen…	prozess	882	    4,736	0.0101	426.4	german_de_news_2013_00274769
4561	Machen Sie es sich lieber nicht zu einfach.	lieber	883	    4,732	0.0101	164.125	german_de_news_2015_00642113
4562	Wir haben lieber die Antwort auf dem Platz gegeben.	lieber	883	    4,732	0.0101	236.3333	german_de_news_2013_00962635
4563	Er hätte «lieber mit der Mannschaft auf dem Platz verloren».	lieber	883	    4,732	0.0101	257.7	german_de_news_2015_00440227
4564	In Europa verlassen sich Unternehmen lieber auf ihre Banken.	lieber	883	    4,732	0.0101	318.3333	german_de_news_2015_00588501
4565	Re: Lieber auf Version 2 warten.	lieber	883	    4,732	0.0101	627.2	german_de_news_2015_00737302
4566	Und ich sagte, von der Frau kann ich nur sagen, dass sie jetzt 130 Jahre alt ist.	alt	884	    4,729	0.0101	135.1333	german_de_news_2013_00874476
4567	Was bleibt, wenn man 75 Jahre alt ist?	alt	884	    4,729	0.0101	210	german_de_news_2013_00919348
4568	Wie alt sind die Kinder?	alt	884	    4,729	0.0101	242.4	german_de_news_2015_00911637
4569	Damals war ich 8 Jahre alt und habe mit meinen Eltern das Spiel gesehen.	alt	884	    4,729	0.0101	306.1538	german_de_news_2014_00150836
4570	Ich bin bald 30 Jahre alt, Vater geworden.	alt	884	    4,729	0.0101	461.1429	german_de_news_2014_00546009
4571	Warum macht er sich dann im Parlament immer noch wichtig?	parlament	885	    4,728	0.0101	215.6	german_de_news_2013_00918049
4572	Die Staaten müssen sich auch mit dem EU-Parlament einigen.	parlament	885	    4,728	0.0101	245.9	german_de_news_2014_00368589
4573	Das Parlament kommt an diesem Samstag erstmals zusammen.	parlament	885	    4,728	0.0101	302.125	german_de_news_2013_00196900
4574	Dafür wird das Parlament sorgen.“	parlament	885	    4,728	0.0101	334.6	german_de_news_2014_00146686
4575	Letzte Antwort Was ist Mein Parlament?	parlament	885	    4,728	0.0101	427.5	german_de_news_2014_00643811
4576	Ja, in diesen Zeiten ist das so.	zeiten	885	    4,728	0.0101	184	german_de_news_2013_00640165
