WORD	STATUS	RANK	COUNT	COUNT_REL
live	Y	780	1806	0.0112
schön	Y	780	1806	0.0112
hause	Y	781	1804	0.0112
faymann	Y	782	1803	0.0112
gezeigt	Y	783	1798	0.0112
lage	Y	784	1796	0.0112
stimmen	Y	784	1796	0.0112
hypo	Y	785	1794	0.0111
alt	Y	786	1793	0.0111
unterwegs	Y	787	1792	0.0111
bereit	Y	788	1787	0.0111
fand	Y	789	1785	0.0111
gericht	Y	789	1785	0.0111
geführt	Y	790	1782	0.0111
ergebnisse	Y	791	1781	0.0111
fordert	Y	792	1773	0.011
prozess	Y	792	1773	0.011
kraft	Y	793	1770	0.011
wenige	Y	794	1765	0.011
weise	Y	795	1764	0.011
druck	Y	796	1763	0.011
wobei	Y	797	1762	0.0109
herr	Y	798	1755	0.0109
mensch	Y	799	1752	0.0109
immerhin	Y	800	1751	0.0109
international	Y	801	1748	0.0109
spieler	Y	801	1748	0.0109
hälfte	Y	802	1745	0.0108
staat	Y	803	1743	0.0108
glauben	Y	804	1742	0.0108
projekte	Y	804	1742	0.0108
kilometer	Y	805	1741	0.0108
sicht	Y	806	1734	0.0108
stück	Y	807	1733	0.0108
weiters	Y	808	1732	0.0108
schüler	Y	809	1731	0.0108
meist	Y	810	1730	0.0108
beginnt	Y	811	1727	0.0107
beispielsweise	Y	812	1725	0.0107
glaube	Y	812	1725	0.0107
kampf	Y	813	1724	0.0107
andreas	Y	814	1719	0.0107
weder	Y	815	1717	0.0107
darunter	Y	816	1716	0.0107
bevor	Y	817	1715	0.0107
mussten	Y	818	1711	0.0106
freunde	Y	819	1710	0.0106
telekom	Y	819	1710	0.0106
lieber	Y	820	1706	0.0106
gesamte	Y	821	1705	0.0106
themen	Y	822	1704	0.0106
werner	Y	822	1704	0.0106
london	Y	823	1698	0.0106
staatsanwaltschaft	Y	823	1698	0.0106
jemand	Y	824	1697	0.0105
leisten	Y	824	1697	0.0105
mindestens	Y	824	1697	0.0105
republik	Y	824	1697	0.0105
manche	Y	825	1695	0.0105
mittel	Y	825	1695	0.0105
anteil	Y	826	1694	0.0105
beitrag	Y	827	1693	0.0105
essen	Y	828	1692	0.0105
idee	Y	829	1686	0.0105
täglich	Y	830	1678	0.0104
kamen	Y	831	1674	0.0104
tiroler	Y	831	1674	0.0104
blieb	Y	832	1670	0.0104
öffentlichkeit	Y	833	1669	0.0104
ehe	Y	834	1667	0.0104
verschiedenen	Y	835	1665	0.0103
ziehen	Y	836	1661	0.0103
energie	Y	837	1655	0.0103
video	Y	838	1650	0.0103
bundesregierung	Y	839	1649	0.0102
keiner	Y	840	1648	0.0102
sprechen	Y	841	1645	0.0102
ausland	Y	842	1644	0.0102
nutzen	Y	842	1644	0.0102
eröffnet	Y	843	1640	0.0102
gesetzt	Y	843	1640	0.0102
reihe	Y	844	1638	0.0102
gemeinsamen	Y	845	1635	0.0102
helfen	Y	846	1633	0.0101
gemeinsame	Y	847	1632	0.0101
frei	Y	848	1630	0.0101
hotel	Y	849	1627	0.0101
wochenende	Y	849	1627	0.0101
sport	Y	850	1625	0.0101
gast	Y	851	1623	0.0101
union	Y	851	1623	0.0101
verfahren	Y	852	1622	0.0101
erneut	Y	853	1621	0.0101
radio	Y	853	1621	0.0101
augen	Y	854	1620	0.0101
los	Y	854	1620	0.0101
dich	Y	855	1617	0.01
einzelnen	Y	856	1615	0.01
vorarlberger	Y	856	1615	0.01
freund	Y	857	1613	0.01
chancen	Y	858	1612	0.01
sprach	Y	858	1612	0.01
berlin	Y	859	1606	0.01
übrigens	Y	860	1605	0.01
bericht	Y	861	1599	0.0099
mehrheit	Y	862	1598	0.0099
heimischen	Y	863	1597	0.0099
schloss	Y	863	1597	0.0099
verantwortung	Y	864	1595	0.0099
oben	Y	865	1591	0.0099
zwölf	Y	866	1589	0.0099
bestätigt	Y	867	1587	0.0099
drittel	Y	868	1579	0.0098
fußball	Y	868	1579	0.0098
firma	Y	869	1576	0.0098
punkte	Y	870	1574	0.0098
schweiz	Y	870	1574	0.0098
passiert	Y	871	1569	0.0097
wort	Y	872	1567	0.0097
brachte	Y	873	1563	0.0097
paris	Y	873	1563	0.0097
lediglich	Y	874	1562	0.0097
handy	Y	875	1559	0.0097
tourismus	Y	875	1559	0.0097
aufgabe	Y	876	1555	0.0097
startet	Y	876	1555	0.0097
suche	Y	877	1553	0.0097
china	Y	878	1551	0.0096
großes	Y	879	1548	0.0096
red	Y	879	1548	0.0096
wenigen	Y	879	1548	0.0096
i	Y	880	1544	0.0096
verhandlungen	Y	880	1544	0.0096
jährlich	Y	881	1541	0.0096
lag	Y	882	1536	0.0095
vertrag	Y	882	1536	0.0095
g	Y	883	1529	0.0095
grazer	Y	883	1529	0.0095
tragen	Y	883	1529	0.0095
vergangenheit	Y	883	1529	0.0095
besuch	Y	884	1527	0.0095
suchen	Y	884	1527	0.0095
öbb	Y	884	1527	0.0095
spiele	Y	885	1526	0.0095
stunde	Y	885	1526	0.0095
dinge	Y	886	1525	0.0095
urlaub	Y	887	1523	0.0095
überzeugt	Y	887	1523	0.0095
unseren	Y	888	1520	0.0094
koalition	Y	889	1519	0.0094
roten	Y	889	1519	0.0094
erwarten	Y	890	1518	0.0094
möglichkeiten	Y	890	1518	0.0094
wm	Y	890	1518	0.0094
glück	Y	891	1516	0.0094
kennen	Y	892	1515	0.0094
gesamten	Y	893	1513	0.0094
karriere	Y	894	1511	0.0094
länger	Y	895	1509	0.0094
plötzlich	Y	895	1509	0.0094
finanzminister	Y	896	1508	0.0094
fällt	Y	897	1506	0.0094
wohnung	Y	897	1506	0.0094
insbesondere	Y	898	1505	0.0094
verkauft	Y	898	1505	0.0094
theater	Y	899	1502	0.0093
meint	Y	900	1501	0.0093
rasch	Y	900	1501	0.0093
trainer	Y	901	1498	0.0093
zentrum	Y	902	1497	0.0093
bawag	Y	903	1496	0.0093
rede	Y	904	1495	0.0093
gehören	Y	905	1494	0.0093
reden	Y	906	1492	0.0093
basis	Y	907	1490	0.0093
angesichts	Y	908	1487	0.0092
monat	Y	908	1487	0.0092
diskussion	Y	909	1486	0.0092
erzählt	Y	910	1485	0.0092
justiz	Y	910	1485	0.0092
aktuelle	Y	911	1483	0.0092
jackson	Y	911	1483	0.0092
h	Y	912	1482	0.0092
her	Y	913	1481	0.0092
gerät	Y	914	1478	0.0092
familien	Y	915	1477	0.0092
vorbei	Y	916	1475	0.0092
frankreich	Y	917	1474	0.0092
positiv	Y	918	1473	0.0092
modell	Y	919	1472	0.0091
hast	Y	920	1470	0.0091
betroffen	Y	921	1467	0.0091
boden	Y	921	1467	0.0091
körper	Y	921	1467	0.0091
mitglieder	Y	922	1465	0.0091
york	Y	923	1462	0.0091
begonnen	Y	924	1460	0.0091
gefahr	Y	924	1460	0.0091
forschung	Y	925	1459	0.0091
linie	Y	925	1459	0.0091
t	Y	925	1459	0.0091
schlecht	Y	926	1456	0.009
verlassen	Y	927	1455	0.009
artikel	Y	928	1453	0.009
ehemaligen	Y	928	1453	0.009
jähriger	Y	929	1449	0.009
ohnehin	Y	929	1449	0.009
wichtiger	Y	930	1446	0.009
führte	Y	931	1445	0.009
verliert	Y	932	1444	0.009
computer	Y	933	1442	0.009
zählt	Y	934	1437	0.0089
betont	Y	935	1436	0.0089
geschäft	Y	936	1435	0.0089
täter	Y	936	1435	0.0089
ag	Y	937	1434	0.0089
geboren	Y	937	1434	0.0089
kollegen	Y	937	1434	0.0089
spaß	Y	938	1433	0.0089
ausbildung	Y	939	1431	0.0089
kanzler	Y	940	1430	0.0089
manchmal	Y	941	1428	0.0089
angeboten	Y	942	1427	0.0089
denken	Y	943	1426	0.0089
fahren	Y	943	1426	0.0089
grad	Y	944	1425	0.0089
ipad	Y	944	1425	0.0089
minister	Y	944	1425	0.0089
microsoft	Y	945	1424	0.0088
nummer	Y	946	1423	0.0088
patienten	Y	946	1423	0.0088
grenzen	Y	947	1422	0.0088
freilich	Y	948	1420	0.0088
job	Y	948	1420	0.0088
wichtigsten	Y	949	1416	0.0088
stärker	Y	950	1415	0.0088
auftrag	Y	951	1409	0.0088
führung	Y	951	1409	0.0088
umfrage	Y	951	1409	0.0088
finale	Y	952	1407	0.0087
leistung	Y	952	1407	0.0087
hieß	Y	953	1406	0.0087
möglichst	Y	954	1404	0.0087
stets	Y	955	1398	0.0087
tut	Y	956	1395	0.0087
www	Y	957	1393	0.0087
jörg	Y	958	1390	0.0086
zeitpunkt	Y	959	1389	0.0086
wahrscheinlich	Y	960	1388	0.0086
licht	Y	961	1387	0.0086
zieht	Y	961	1387	0.0086
betrieb	Y	962	1386	0.0086
halt	Y	962	1386	0.0086
solle	Y	962	1386	0.0086
bisschen	Y	963	1385	0.0086
lernen	Y	963	1385	0.0086
spitze	Y	963	1385	0.0086
aktion	Y	964	1384	0.0086
preise	Y	965	1380	0.0086
richtige	Y	965	1380	0.0086
funktioniert	Y	966	1377	0.0086
natur	Y	967	1375	0.0085
verantwortlich	Y	968	1374	0.0085
auftritt	Y	969	1373	0.0085
vienna	Y	969	1373	0.0085
gesetz	Y	970	1369	0.0085
bregenz	Y	971	1368	0.0085
früh	Y	972	1367	0.0085
zahlreichen	Y	972	1367	0.0085
rennen	Y	973	1364	0.0085
guter	Y	974	1363	0.0085
sex	Y	974	1363	0.0085
arbeitet	Y	975	1361	0.0085
solchen	Y	976	1359	0.0084
jugendliche	Y	977	1357	0.0084
produktion	Y	977	1357	0.0084
linzer	Y	978	1356	0.0084
trägt	Y	979	1355	0.0084
wiederum	Y	980	1354	0.0084
bad	Y	981	1353	0.0084
wachstum	Y	981	1353	0.0084
dritte	Y	982	1351	0.0084
vorstand	Y	983	1348	0.0084
müssten	Y	984	1347	0.0084
berichtete	Y	985	1346	0.0084
vertreten	Y	986	1343	0.0083
freuen	Y	987	1341	0.0083
setzte	Y	987	1341	0.0083
schaden	Y	988	1340	0.0083
beschäftigt	Y	989	1339	0.0083
bildung	Y	989	1339	0.0083
produkte	Y	990	1338	0.0083
wollten	Y	990	1338	0.0083
industrie	Y	991	1337	0.0083
ehemalige	Y	992	1336	0.0083
werk	Y	992	1336	0.0083
gehabt	Y	993	1335	0.0083
wesentlich	Y	994	1334	0.0083
egal	Y	995	1333	0.0083
morgen	Y	995	1333	0.0083
wann	Y	996	1332	0.0083
beschlossen	Y	997	1331	0.0083
robert	Y	997	1331	0.0083
serie	Y	997	1331	0.0083
diesmal	Y	998	1329	0.0083
rechnen	Y	998	1329	0.0083
tour	Y	999	1328	0.0083
außer	Y	1000	1325	0.0082
text	Y	1001	1324	0.0082
warten	Y	1001	1324	0.0082
nö	Y	1002	1322	0.0082
weiterer	Y	1003	1320	0.0082
gutes	Y	1004	1318	0.0082
umsetzung	Y	1004	1318	0.0082
ärzte	Y	1004	1318	0.0082
entscheiden	Y	1005	1317	0.0082
jugendlichen	Y	1006	1316	0.0082
schulen	Y	1006	1316	0.0082
tätig	Y	1007	1315	0.0082
v	Y	1007	1315	0.0082
streit	Y	1008	1310	0.0081
ziemlich	Y	1008	1310	0.0081
band	Y	1009	1307	0.0081
eins	Y	1009	1307	0.0081
sachen	Y	1009	1307	0.0081
betroffenen	Y	1010	1306	0.0081
sucht	Y	1010	1306	0.0081
x	Y	1011	1305	0.0081
stolz	Y	1012	1303	0.0081
quartal	Y	1013	1302	0.0081
ähnlich	Y	1014	1301	0.0081
gerhard	Y	1015	1300	0.0081
geschäftsführer	Y	1016	1299	0.0081
zufolge	Y	1017	1298	0.0081
gewählt	Y	1018	1297	0.0081
unterstützen	Y	1018	1297	0.0081
bund	Y	1019	1296	0.0081
zuerst	Y	1019	1296	0.0081
manager	Y	1020	1294	0.008
tiere	Y	1020	1294	0.008
genauso	Y	1021	1293	0.008
herbert	Y	1022	1290	0.008
nahe	Y	1022	1290	0.008
anderes	Y	1023	1288	0.008
bereichen	Y	1023	1288	0.008
elf	Y	1023	1288	0.008
steigt	Y	1023	1288	0.008
versuchen	Y	1023	1288	0.008
van	Y	1024	1286	0.008
soziale	Y	1025	1285	0.008
heraus	Y	1026	1284	0.008
lebt	Y	1026	1284	0.008
c	Y	1027	1283	0.008
alleine	Y	1028	1282	0.008
befindet	Y	1028	1282	0.008
punkt	Y	1028	1282	0.008
mannschaft	Y	1029	1280	0.008
nachrichten	Y	1030	1279	0.0079
anderer	Y	1031	1278	0.0079
hören	Y	1031	1278	0.0079
zufrieden	Y	1031	1278	0.0079
helmut	Y	1032	1277	0.0079
bau	Y	1033	1274	0.0079
fallen	Y	1033	1274	0.0079
gespräche	Y	1033	1274	0.0079
gegangen	Y	1034	1273	0.0079
leiter	Y	1034	1273	0.0079
griechenland	Y	1035	1271	0.0079
vorerst	Y	1036	1270	0.0079
initiative	Y	1037	1269	0.0079
winter	Y	1038	1267	0.0079
unfall	Y	1039	1266	0.0079
version	Y	1040	1265	0.0079
software	Y	1041	1264	0.0079
siehe	Y	1042	1261	0.0078
walter	Y	1042	1261	0.0078
ständig	Y	1043	1258	0.0078
regionen	Y	1044	1256	0.0078
schönsten	Y	1045	1255	0.0078
luft	Y	1046	1252	0.0078
trifft	Y	1047	1251	0.0078
liga	Y	1048	1249	0.0078
budget	Y	1049	1248	0.0078
freude	Y	1049	1248	0.0078
fc	Y	1050	1247	0.0077
jener	Y	1050	1247	0.0077
jugend	Y	1051	1246	0.0077
gelungen	Y	1052	1244	0.0077
wichtigen	Y	1052	1244	0.0077
sorgt	Y	1053	1242	0.0077
haft	Y	1054	1241	0.0077
durchgeführt	Y	1055	1239	0.0077
verein	Y	1056	1238	0.0077
verkauf	Y	1056	1238	0.0077
aussagen	Y	1057	1237	0.0077
dir	Y	1058	1234	0.0077
konzert	Y	1058	1234	0.0077
angeblich	Y	1059	1230	0.0076
obama	Y	1060	1227	0.0076
schauspieler	Y	1060	1227	0.0076
hab	Y	1061	1226	0.0076
herz	Y	1062	1224	0.0076
türkei	Y	1063	1223	0.0076
ungarn	Y	1063	1223	0.0076
sinn	Y	1064	1222	0.0076
aktiv	Y	1065	1219	0.0076
meinem	Y	1066	1218	0.0076
entschieden	Y	1067	1217	0.0076
generation	Y	1068	1216	0.0076
besondere	Y	1069	1215	0.0075
mehreren	Y	1069	1215	0.0075
starke	Y	1070	1214	0.0075
christoph	Y	1071	1213	0.0075
klein	Y	1071	1213	0.0075
ball	Y	1072	1212	0.0075
begann	Y	1073	1210	0.0075
leistungen	Y	1073	1210	0.0075
liste	Y	1073	1210	0.0075
selber	Y	1073	1210	0.0075
kooperation	Y	1074	1209	0.0075
autos	Y	1075	1208	0.0075
heutigen	Y	1076	1207	0.0075
kostet	Y	1076	1207	0.0075
stefan	Y	1077	1206	0.0075
foto	Y	1078	1205	0.0075
stimme	Y	1078	1205	0.0075
müsste	Y	1079	1203	0.0075
nähe	Y	1079	1203	0.0075
wirkt	Y	1079	1203	0.0075
apa	Y	1080	1202	0.0075
krieg	Y	1080	1202	0.0075
opposition	Y	1080	1202	0.0075
vertreter	Y	1080	1202	0.0075
geschaffen	Y	1081	1201	0.0075
hielt	Y	1082	1200	0.0075
forscher	Y	1083	1199	0.0075
glaubt	Y	1083	1199	0.0075
alfred	Y	1084	1198	0.0074
gestern	Y	1084	1198	0.0074
tritt	Y	1085	1196	0.0074
bewusst	Y	1086	1195	0.0074
bislang	Y	1086	1195	0.0074
position	Y	1087	1193	0.0074
meister	Y	1088	1192	0.0074
stimmung	Y	1088	1192	0.0074
gewonnen	Y	1089	1191	0.0074
relativ	Y	1089	1191	0.0074
unserem	Y	1090	1190	0.0074
see	Y	1091	1189	0.0074
behörden	Y	1092	1188	0.0074
kontakt	Y	1092	1188	0.0074
person	Y	1092	1188	0.0074
alexander	Y	1093	1187	0.0074
details	Y	1094	1186	0.0074
heimat	Y	1094	1186	0.0074
daraus	Y	1095	1185	0.0074
funktion	Y	1095	1185	0.0074
verschiedene	Y	1096	1184	0.0074
arbeitslosigkeit	Y	1097	1183	0.0074
demokratie	Y	1097	1183	0.0074
abgeschlossen	Y	1098	1181	0.0073
android	Y	1098	1181	0.0073
dienst	Y	1098	1181	0.0073
verwendet	Y	1098	1181	0.0073
konzern	Y	1099	1178	0.0073
windows	Y	1099	1178	0.0073
bewegung	Y	1100	1176	0.0073
vergessen	Y	1101	1175	0.0073
verhindern	Y	1102	1174	0.0073
öffentlich	Y	1103	1172	0.0073
abschließend	Y	1104	1171	0.0073
erweiterung	Y	1105	1170	0.0073
uni	Y	1105	1170	0.0073
super	Y	1106	1169	0.0073
motto	Y	1107	1168	0.0073
persönlich	Y	1108	1167	0.0073
unbedingt	Y	1108	1167	0.0073
david	Y	1109	1165	0.0072
rapid	Y	1109	1165	0.0072
gelten	Y	1110	1163	0.0072
langen	Y	1110	1163	0.0072
scheuch	Y	1110	1163	0.0072
wunsch	Y	1110	1163	0.0072
markus	Y	1111	1162	0.0072
ermittlungen	Y	1112	1161	0.0072
höher	Y	1113	1160	0.0072
menge	Y	1113	1160	0.0072
präsidenten	Y	1113	1160	0.0072
trend	Y	1114	1157	0.0072
richtigen	Y	1115	1156	0.0072
selten	Y	1115	1156	0.0072
sturm	Y	1116	1155	0.0072
niveau	Y	1117	1154	0.0072
tisch	Y	1117	1154	0.0072
verstärkt	Y	1117	1154	0.0072
demnach	Y	1118	1153	0.0072
zusätzliche	Y	1119	1151	0.0072
erhöht	Y	1120	1149	0.0071
institut	Y	1120	1149	0.0071
arbeitsplätze	Y	1121	1148	0.0071
konzept	Y	1122	1147	0.0071
ändern	Y	1123	1146	0.0071
verstehen	Y	1124	1145	0.0071
ausgabe	Y	1125	1144	0.0071
f	Y	1125	1144	0.0071
investitionen	Y	1125	1144	0.0071
veröffentlicht	Y	1126	1143	0.0071
ögb	Y	1127	1142	0.0071
geburtstag	Y	1128	1141	0.0071
sitzen	Y	1128	1141	0.0071
spindelegger	Y	1128	1141	0.0071
bahn	Y	1129	1138	0.0071
kamera	Y	1129	1138	0.0071
eröffnung	Y	1130	1137	0.0071
steuern	Y	1131	1136	0.0071
erkennen	Y	1132	1134	0.007
kate	Y	1132	1134	0.007
ideen	Y	1133	1133	0.007
premiere	Y	1134	1132	0.007
beginnen	Y	1135	1131	0.007
reicht	Y	1135	1131	0.007
bewertet	Y	1136	1130	0.007
dar	Y	1136	1130	0.007
kennt	Y	1136	1130	0.007
paul	Y	1136	1130	0.007
sprache	Y	1136	1130	0.007
vorstellen	Y	1136	1130	0.007
donau	Y	1137	1128	0.007
schutz	Y	1137	1128	0.007
urlaubsangebote	Y	1137	1128	0.007
zugleich	Y	1138	1127	0.007
gefragt	Y	1139	1126	0.007
reform	Y	1139	1126	0.007
fehler	Y	1140	1125	0.007
sinne	Y	1140	1125	0.007
hilft	Y	1141	1124	0.007
legen	Y	1141	1124	0.007
party	Y	1142	1123	0.007
sprecher	Y	1142	1123	0.007
entsprechende	Y	1143	1122	0.007
tages	Y	1143	1122	0.007
hochzeit	Y	1144	1121	0.007
reise	Y	1144	1121	0.007
brüssel	Y	1145	1120	0.007
minute	Y	1145	1120	0.007
gmbh	Y	1146	1119	0.007
amt	Y	1147	1118	0.0069
gründen	Y	1148	1117	0.0069
hervor	Y	1148	1117	0.0069
sah	Y	1149	1116	0.0069
vorwürfe	Y	1149	1116	0.0069
eingesetzt	Y	1150	1114	0.0069
ebene	Y	1151	1112	0.0069
vp	Y	1152	1111	0.0069
gesicht	Y	1153	1110	0.0069
teilweise	Y	1153	1110	0.0069
beträgt	Y	1154	1109	0.0069
feiern	Y	1154	1109	0.0069
technik	Y	1154	1109	0.0069
abschluss	Y	1155	1108	0.0069
lehrer	Y	1156	1107	0.0069
mittelpunkt	Y	1157	1106	0.0069
smartphone	Y	1157	1106	0.0069
antwort	Y	1158	1105	0.0069
engagement	Y	1159	1104	0.0069
klare	Y	1159	1104	0.0069
urteil	Y	1159	1104	0.0069
spanien	Y	1160	1103	0.0069
schweizer	Y	1161	1102	0.0068
firmen	Y	1162	1101	0.0068
szene	Y	1162	1101	0.0068
lebens	Y	1163	1100	0.0068
positive	Y	1163	1100	0.0068
russland	Y	1163	1100	0.0068
entfernt	Y	1164	1099	0.0068
pkw	Y	1165	1098	0.0068
betrifft	Y	1166	1097	0.0068
ausschließlich	Y	1167	1096	0.0068
entstehen	Y	1167	1096	0.0068
kürzlich	Y	1167	1096	0.0068
aua	Y	1168	1095	0.0068
beziehung	Y	1169	1094	0.0068
veranstaltung	Y	1170	1092	0.0068
aufgenommen	Y	1171	1091	0.0068
förderung	Y	1171	1091	0.0068
hollywood	Y	1172	1090	0.0068
indem	Y	1173	1089	0.0068
wahrheit	Y	1173	1089	0.0068
stieg	Y	1174	1088	0.0068
melden	Y	1175	1086	0.0067
privaten	Y	1176	1085	0.0067
sozialen	Y	1176	1085	0.0067
gegner	Y	1177	1084	0.0067
wiens	Y	1177	1084	0.0067
übernehmen	Y	1177	1084	0.0067
affäre	Y	1178	1083	0.0067
zuge	Y	1178	1083	0.0067
bessere	Y	1179	1082	0.0067
einiges	Y	1179	1082	0.0067
gefallen	Y	1179	1082	0.0067
feiert	Y	1180	1078	0.0067
langsam	Y	1180	1078	0.0067
festival	Y	1181	1077	0.0067
mitglied	Y	1181	1077	0.0067
entspricht	Y	1182	1076	0.0067
getroffen	Y	1182	1076	0.0067
gewalt	Y	1182	1076	0.0067
erfolgt	Y	1183	1075	0.0067
feuerwehr	Y	1183	1075	0.0067
kino	Y	1183	1075	0.0067
tipps	Y	1183	1075	0.0067
häupl	Y	1184	1074	0.0067
schweren	Y	1185	1073	0.0067
schwere	Y	1186	1072	0.0067
schwarzen	Y	1187	1071	0.0067
obmann	Y	1188	1069	0.0066
schluss	Y	1188	1069	0.0066
veranstaltungen	Y	1189	1068	0.0066
ermöglicht	Y	1190	1067	0.0066
hintergrund	Y	1190	1067	0.0066
direktor	Y	1191	1066	0.0066
gefordert	Y	1191	1066	0.0066
kontrolle	Y	1192	1064	0.0066
vertrauen	Y	1193	1063	0.0066
abgeordnete	Y	1194	1062	0.0066
einführung	Y	1195	1061	0.0066
gestiegen	Y	1195	1061	0.0066
sehe	Y	1195	1061	0.0066
büro	Y	1196	1060	0.0066
forderte	Y	1196	1060	0.0066
gefühl	Y	1197	1059	0.0066
miteinander	Y	1197	1059	0.0066
einst	Y	1198	1058	0.0066
freien	Y	1198	1058	0.0066
jobs	Y	1198	1058	0.0066
entsprechend	Y	1199	1057	0.0066
weiteres	Y	1199	1057	0.0066
davor	Y	1200	1056	0.0066
deswegen	Y	1201	1055	0.0066
journalisten	Y	1201	1055	0.0066
test	Y	1201	1055	0.0066
design	Y	1202	1054	0.0065
erfahrung	Y	1202	1054	0.0065
handel	Y	1202	1054	0.0065
technologie	Y	1202	1054	0.0065
gleichen	Y	1203	1052	0.0065
gespielt	Y	1204	1050	0.0065
öffentliche	Y	1204	1050	0.0065
ruhe	Y	1205	1048	0.0065
tat	Y	1205	1048	0.0065
kurzem	Y	1206	1046	0.0065
auswahl	Y	1207	1045	0.0065
gern	Y	1207	1045	0.0065
starken	Y	1207	1045	0.0065
erde	Y	1208	1044	0.0065
vermutlich	Y	1208	1044	0.0065
anliegen	Y	1209	1043	0.0065
private	Y	1209	1043	0.0065
verkehr	Y	1209	1043	0.0065
betriebe	Y	1210	1040	0.0065
japan	Y	1211	1039	0.0065
schuld	Y	1212	1038	0.0065
debatte	Y	1213	1037	0.0064
verhalten	Y	1213	1037	0.0064
format	Y	1214	1036	0.0064
herren	Y	1214	1036	0.0064
krankenhaus	Y	1214	1036	0.0064
bloß	Y	1215	1035	0.0064
interessiert	Y	1215	1035	0.0064
fällen	Y	1216	1034	0.0064
schöne	Y	1216	1034	0.0064
ii	Y	1217	1033	0.0064
standort	Y	1217	1033	0.0064
fehlt	Y	1218	1032	0.0064
pölten	Y	1218	1032	0.0064
ausschuss	Y	1219	1031	0.0064
jenen	Y	1219	1031	0.0064
vorhanden	Y	1219	1031	0.0064
zog	Y	1220	1029	0.0064
verdient	Y	1221	1028	0.0064
überall	Y	1222	1026	0.0064
damen	Y	1223	1024	0.0064
entdeckt	Y	1223	1024	0.0064
wettbewerb	Y	1223	1024	0.0064
wies	Y	1223	1024	0.0064
kaufen	Y	1224	1022	0.0064
geräte	Y	1225	1020	0.0063
album	Y	1226	1018	0.0063
anwalt	Y	1226	1018	0.0063
aufs	Y	1226	1018	0.0063
erhielt	Y	1226	1018	0.0063
oön	Y	1226	1018	0.0063
zugang	Y	1227	1017	0.0063
finde	Y	1228	1015	0.0063
tablet	Y	1229	1014	0.0063
teilnehmer	Y	1229	1014	0.0063
em	Y	1230	1013	0.0063
ausbau	Y	1231	1012	0.0063
offiziell	Y	1231	1012	0.0063
präsentieren	Y	1231	1012	0.0063
steigen	Y	1231	1012	0.0063
gebäude	Y	1232	1010	0.0063
samsung	Y	1233	1009	0.0063
studenten	Y	1233	1009	0.0063
wahlkampf	Y	1233	1009	0.0063
offensichtlich	Y	1234	1008	0.0063
gehalten	Y	1235	1007	0.0063
jahrhundert	Y	1235	1007	0.0063
teilen	Y	1235	1007	0.0063
verfügt	Y	1235	1007	0.0063
erhält	Y	1236	1005	0.0062
klaus	Y	1237	1004	0.0062
äußerst	Y	1237	1004	0.0062
stewart	Y	1238	1003	0.0062
dornbirn	Y	1239	1002	0.0062
georg	Y	1240	1001	0.0062
niederlage	Y	1240	1001	0.0062
sp	Y	1240	1001	0.0062
letztlich	Y	1241	1000	0.0062
geschrieben	Y	1242	999	0.0062
oö	Y	1242	999	0.0062
al	Y	1243	998	0.0062
entwickeln	Y	1244	997	0.0062
vorschlag	Y	1244	997	0.0062
p	Y	1245	996	0.0062
erleben	Y	1246	995	0.0062
antrag	Y	1247	994	0.0062
schauspielerin	Y	1248	993	0.0062
standen	Y	1248	993	0.0062
freut	Y	1249	992	0.0062
soldaten	Y	1250	991	0.0062
wirken	Y	1250	991	0.0062
bull	Y	1251	990	0.0062
hoffnung	Y	1251	990	0.0062
umgesetzt	Y	1251	990	0.0062
getan	Y	1252	989	0.0061
extrem	Y	1253	988	0.0061
klasse	Y	1254	986	0.0061
aufgaben	Y	1255	985	0.0061
beamten	Y	1255	985	0.0061
investiert	Y	1256	984	0.0061
kleiner	Y	1256	984	0.0061
richter	Y	1256	984	0.0061
wetter	Y	1256	984	0.0061
bisherigen	Y	1257	982	0.0061
falsch	Y	1257	982	0.0061
gingen	Y	1257	982	0.0061
treten	Y	1257	982	0.0061
gott	Y	1258	980	0.0061
verlieren	Y	1258	980	0.0061
erinnert	Y	1259	979	0.0061
million	Y	1259	979	0.0061
erklären	Y	1260	978	0.0061
gegensatz	Y	1260	978	0.0061
grundsätzlich	Y	1260	978	0.0061
wählen	Y	1260	978	0.0061
frühjahr	Y	1261	977	0.0061
regelmäßig	Y	1261	977	0.0061
prof	Y	1262	975	0.0061
service	Y	1262	975	0.0061
freundin	Y	1263	974	0.0061
k	Y	1263	974	0.0061
plan	Y	1263	974	0.0061
kritisiert	Y	1264	973	0.006
moderne	Y	1264	973	0.006
tradition	Y	1264	973	0.006
verbindung	Y	1264	973	0.006
vieles	Y	1265	972	0.006
deutsch	Y	1266	971	0.006
sitzt	Y	1266	971	0.006
verbunden	Y	1267	970	0.006
andererseits	Y	1268	968	0.006
droht	Y	1268	968	0.006
gewinnt	Y	1269	967	0.006
kurs	Y	1269	967	0.006
abgeordneten	Y	1270	966	0.006
anschließend	Y	1270	966	0.006
bezahlt	Y	1270	966	0.006
sieger	Y	1270	966	0.006
folgt	Y	1271	965	0.006
lkw	Y	1271	965	0.006
rechte	Y	1271	965	0.006
gesundheit	Y	1272	964	0.006
kämpfen	Y	1272	964	0.006
strasser	Y	1272	964	0.006
molterer	Y	1273	963	0.006
zentrale	Y	1274	962	0.006
bestehen	Y	1275	961	0.006
jüngsten	Y	1275	961	0.006
